Titanic passager,Status,Disembarked at,Home Country,Age,Year of Birth,Crew or Passenger?,Gender,Class / Department,Embarked,Job,Job details,Ticket Number,Fare Price,Profile on Encyclopedia Titanica
"STEVENSON, Mr John",,Southampton,,49,1863,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/john-stevenson.html
"STRANGE, Mr Samuel",,Southampton,,38,1874,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/samuel-strange.html
"SWARBRICK, Mr William J.",,Southampton,,24,1888,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/william-swarbrick.html
"TINSLEY, Mr Thomas",,Southampton,,40,1872,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/thomas-tinsley.html
"WALLS, Mr James",,Southampton,,32,1880,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/james-walls.html
"WELSH, Mr Patrick",,Southampton,,50,1862,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/patrick-welsh.html
"WHINNERY, Mr Hugh",,Southampton,,41,1871,Crew,Male,Engineering Crew,Belfast,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/hugh-whinnery.html
"WOODMEY, Mr Robert",,Southampton,,41,1871,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/robert-woodmey.html
"WOODS, Mr Hugh",,Southampton,,28,1884,Crew,Male,Engineering Crew,Belfast,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-biography/hugh-woods.html
"COLLINS, Mr John (Samuel Collins)",Survivor,Not Disembarked,England,38,1874,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/samuel-collins.html
"BARRETT, Mr Frederick",Survivor,Not Disembarked,England,28,1884,Crew,Male,Engineering Crew,Southampton,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/frederick-barrett.html
"BEAUCHAMP, Mr George William",Survivor,Not Disembarked,England,24,1888,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/george-william-beauchamp.html
"CLARK, Mr William",Survivor,Not Disembarked,England,39,1872,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/william-clark.html
"COMBES, Mr George",Survivor,Not Disembarked,England,34,1877,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/george-combes.html
"COUPER, Mr Robert Frederick William",Survivor,Not Disembarked,England,29,1882,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/robert-couper.html
"CRIMMINS, Mr James",Survivor,Not Disembarked,England,21,1891,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/james-crimmins.html
"DIAPER, Mr John Joseph",Survivor,Not Disembarked,England,27,1885,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/j-diaper.html
"DILLEY, Mr John",Survivor,Not Disembarked,England,30,1882,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/john-dilley.html
"DOEL, Mr Frederick",Survivor,Not Disembarked,England,22,1889,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/frederick-doel.html
"DYMOND, Mr Frank",Survivor,Not Disembarked,England,40,1871,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/frank-dymond.html
"FLARTY, Mr Edward",Survivor,Not Disembarked,England,43,1860,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/edward-flarty.html
"GODLEY, Mr George Auguste",Survivor,Not Disembarked,England,38,1973,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/george-godley.html
"GRAHAM, Mr Thomas G.",Survivor,Not Disembarked,Northern Ireland,28,1884,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/thomas-graham.html
"HAGGAN, Mr John",Survivor,Not Disembarked,England,35,1877,Crew,Male,Engineering Crew,Belfast,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/john-haggan.html
"HARRIS, Mr Frederick",Survivor,Not Disembarked,England,39,1873,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/frederick-harris.html
"HENDRICKSON, Mr Charles Osker",Survivor,Not Disembarked,England,28,1883,Crew,Male,Engineering Crew,Southampton,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/charles-george-hendrickson.html
"HURST, Mr Walter",Survivor,Not Disembarked,England,23,1888,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/walter-hurst.html
"JUDD, Mr Charles Edward",Survivor,Not Disembarked,England,31,1880,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/charles-judd.html
"KASPER, Mr F.",Survivor,Not Disembarked,England,40,1872,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/f-kasper.html
"KEMISH, Mr George",Survivor,Not Disembarked,England,22,1889,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/george-kemish.html
"LINDSAY, Mr William Charles",Survivor,Not Disembarked,England,30,1881,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/william-charles-lindsay.html
"MAJOR, Mr William James",Survivor,Not Disembarked,England,32,1880,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/william-james-major.html
"MASON, Mr Frank Archibald Robert",Survivor,Not Disembarked,England,32,1880,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/frank-archibald-robert-mason.html
"MAYZES, Mr Thomas Jubilee",Survivor,Not Disembarked,England,25,1887,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/thomas-mayzes.html
"MOORE, Mr John J.",Survivor,Not Disembarked,England,29,1882,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/john-moore.html
"NOSS, Mr Henry",Survivor,Not Disembarked,England,30,1881,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/henry-noss.html
"NUTBEAN, Mr William",Survivor,Not Disembarked,England,30,1881,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/william-nutbean.html
"OLIVER, Mr H.",Survivor,Not Disembarked,England,32,1880,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/harry-oliver.html
"OTHEN, Mr Charles Alfred",Survivor,Not Disembarked,England,36,1876,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/charles-othen.html
"PEARCE, Mr John",Survivor,Not Disembarked,England,28,1884,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/john-pearce.html
"PODESTA, Mr Alfred John Alexander",Survivor,Not Disembarked,England,24,1887,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/john-alexander-podesta.html
"PRIEST, Mr Arthur John",Survivor,Not Disembarked,England,24,1887,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/arthur-john-priest.html
"PUSEY, Mr William Robert Holland",Survivor,Not Disembarked,England,22,1890,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/robert-william-pusey.html
"RICE, Mr Charles",Survivor,Not Disembarked,England,32,1880,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/charles-rice.html
"SELF, Mr Albert Charles Edward",Survivor,Not Disembarked,England,24,1888,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/edward-self.html
"SENIOR, Mr Harry",Survivor,Not Disembarked,England,31,1881,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/harry-senior.html
"SHIERS, Mr Alfred Charles",Survivor,Not Disembarked,England,25,1886,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/alfred-charles-shiers.html
"SPARKMAN, Mr Henry William",Survivor,Not Disembarked,England,35,1876,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/henry-william-sparkman.html
"STREET, Mr Thomas Albert",Survivor,Not Disembarked,England,25,1887,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/thomas-albert-street.html
"TAYLOR, Mr George",Survivor,Not Disembarked,England,24,1888,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/james-taylor.html
"TAYLOR, Mr William Henry",Survivor,Not Disembarked,England,27,1884,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/william-henry-taylor.html
"THOMPSON, Mr John William",Survivor,Not Disembarked,England,35,1876,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/john-william-thompson.html
"THRELFALL, Mr Thomas",Survivor,Not Disembarked,England,44,1867,Crew,Male,Engineering Crew,Southampton,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/thomas-threlfall.html
"THRESHER, Mr George Terrill",Survivor,Not Disembarked,England,25,1886,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/george-terrill-thresher.html
"TRIGGS, Mr Robert",Survivor,Not Disembarked,England,40,1871,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-survivor/robert-triggs.html
"JAMES, Mr Thomas [1]",Victim,Not Disembarked,England,27,1885,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/thomas-james.html
"MAY, Mr Arthur William [1]",Victim,Not Disembarked,England,24,1890,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/arthur-may.html
"ABRAMS, Mr William Thomas",Victim,Not Disembarked,England,33,1878,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/william-thomas-abrams.html
"ADAMS, Mr Robert John",Victim,Not Disembarked,England,26,1885,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/r-adams.html
"ALLEN, Mr Henry",Victim,Not Disembarked,England,32,1882,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/henry-allen.html
"BAILEY, Mr George W.",Victim,Not Disembarked,England,46,1866,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/george-bailey.html
"BARLOW, Mr Charles",Victim,Not Disembarked,England,30,1882,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/charles-barlow.html
"BARNES, Mr Charles",Victim,Not Disembarked,England,29,1883,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/charles-barnes.html
"BARNES, Mr John",Victim,Not Disembarked,England,41,1872,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/john-barnes.html
"BARRETT, Mr Frederick William",Victim,Not Disembarked,England,33,1879,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/frederick-william-barrett.html
"BENDELL, Mr Frank",Victim,Not Disembarked,England,24,1888,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/f-bendell.html
"BENNETT, Mr George Alfred",Victim,Not Disembarked,England,30,1881,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/george-alfred-bennett.html
"BENVILLE, Mr Edward",Victim,Not Disembarked,England,47,1864,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/e-benville.html
"BESSANT, Mr William Edward Lowe",Victim,Not Disembarked,England,39,1873,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/william-edward-bessant.html
"BIDDLECOMBE, Mr Reginald Charles",Victim,Not Disembarked,England,31,1880,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/charles-biddlecombe.html
"BIGGS, Mr Edward Charles",Victim,Not Disembarked,England,20,1891,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/edward-charles-biggs.html
"BLACK, Mr Alexander",Victim,Not Disembarked,England,28,1884,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/alexander-black.html
"BLACK, Mr D.",Victim,Not Disembarked,England,41,1871,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/d-black.html
"BLACKMAN, Mr Albert Edward",Victim,Not Disembarked,England,23,1889,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/h-blackman.html
"BLAKE, Mr Thomas Henry",Victim,Not Disembarked,England,36,1875,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/thomas-blake.html
"BLANEY, Mr James",Victim,Not Disembarked,England,32,1880,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/james-blaney.html
"BLANN, Mr Eustace Horatius",Victim,Not Disembarked,England,21,1890,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/eustace-horatius-blann.html
"BRADLEY, Mr Patrick Joseph",Victim,Not Disembarked,England,39,1873,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/patrick-joseph-bradley.html
"BROWN, Mr John",Victim,Not Disembarked,England,25,1884,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/john-brown.html
"BROWN, Mr Joseph James",Victim,Not Disembarked,England,25,1887,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/joseph-james-brown.html
"BURROUGHS, Mr Arthur Peckham",Victim,Not Disembarked,England,35,1877,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/arthur-burroughs.html
"BURTON, Mr Edward John",Victim,Not Disembarked,England,35,1877,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/edward-john-burton.html
"BUTT, Mr William John",Victim,Not Disembarked,England,30,1881,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/william-john-butt.html
"CANNER, Mr John",Victim,Not Disembarked,England,39,1872,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/j-canner.html
"CARTER (BALL), Mr James (W.)",Victim,Not Disembarked,England,46,1866,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/james-carter-ball.html
"CHERRETT, Mr William Victor",Victim,Not Disembarked,England,24,1887,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/william-victor-cherrett.html
"CHORLEY, Mr John Henry",Victim,Not Disembarked,England,25,1887,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/john-chorley.html
"COOPER, Mr Harry",Victim,Not Disembarked,England,26,1886,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/harry-cooper.html
"COPPERTHWAITE, Mr Albert Harry",Victim,Not Disembarked,England,22,1883,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/bert-copperthwaite.html
"CORCORAN, Mr Denny",Victim,Not Disembarked,England,33,1879,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/denny-corcoran.html
"CROSS, Mr William Alfred",Victim,Not Disembarked,England,43,1868,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/w-cross.html
"CUNNINGHAM, Mr B.",Victim,Not Disembarked,England,30,1882,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/b-cunningham.html
"CURTIS, Mr Arthur",Victim,Not Disembarked,England,25,1886,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/arthur-curtis.html
"DAVIES, Mr Thomas",Victim,Not Disembarked,England,33,1879,Crew,Male,Engineering Crew,Southampton,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/thomas-davies.html
"DOYLE, Mr Laurence",Victim,Not Disembarked,England,27,1885,Crew,Male,Engineering Crew,Southampton,Fireman,Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/laurence-doyle.html
"DURNIL, Mr James",Victim,Not Disembarked,England,38,1874,Crew,Male,Engineering Crew,Southampton,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/james-keegan.html
"FERRIS, Mr W.",Victim,Not Disembarked,England,38,1874,Crew,Male,Engineering Crew,Southampton,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/w-ferris.html
"FORD, Mr Thomas",Victim,Not Disembarked,England,32,1879,Crew,Male,Engineering Crew,Southampton,Fireman,Leading Fireman,,,http://www.encyclopedia-titanica.org/titanic-victim/thomas-ford.html
